1,0,0,0,0,0,0,538
2,0,0,0,0,0,0,538
3,0,0,0,0,0,0,538
4,0,0,0,0,0,0,538
5,1,1,1,1,1,1,538
6,1,1,1,1,1,1,538
7,1,1,1,1,1,1,538
8,1,1,1,1,1,1,538
9,1,1,1,1,1,1,538
10,1,1,1,1,1,1,538
11,1,1,1,1,1,1,538
12,1,1,1,1,1,1,538
13,1,1,1,1,1,1,538
14,2,2,2,2,2,2,538
15,2,2,2,2,2,2,538
16,2,2,2,2,2,2,538
17,2,2,2,2,2,2,538
18,2,2,2,2,2,2,538
19,2,2,2,2,2,2,538
20,2,2,2,2,2,2,538
21,3,3,3,3,3,3,538
22,3,3,3,3,3,3,538
23,3,3,3,3,3,3,538
24,3,3,3,3,3,3,538
25,3,3,3,3,3,3,538
26,3,3,3,3,3,3,538
27,3,3,3,3,3,3,538
28,3,3,3,3,3,3,538
29,3,3,3,3,3,3,538
30,4,4,4,4,4,4,538
31,4,4,4,4,4,4,538
32,4,4,4,4,4,4,538
33,4,4,4,4,4,4,538
34,4,4,4,4,4,4,538
35,4,4,4,4,4,4,538
36,4,4,4,4,4,4,538
37,4,4,4,4,4,4,538
38,5,5,5,5,5,5,538
39,5,5,5,5,5,5,538
40,5,5,5,5,5,5,538
41,5,5,5,5,5,5,538
42,5,5,5,5,5,5,538
43,5,5,5,5,5,5,538
44,5,5,5,5,5,5,538
45,5,5,5,5,5,5,538
46,5,5,5,5,5,5,538
47,6,6,6,6,6,6,538
48,6,6,6,6,6,6,538
49,6,6,6,6,6,6,538
50,6,6,6,6,6,6,538
51,6,6,6,6,6,6,538
52,6,6,6,6,6,6,538
53,6,6,6,6,6,6,538
54,6,6,6,6,6,6,538
55,7,7,7,7,7,7,538
56,7,7,7,7,7,7,538
57,7,7,7,7,7,7,538
58,7,7,7,7,7,7,538
59,7,7,7,7,7,7,538
60,7,7,7,7,7,7,538
61,7,7,7,7,7,7,538
62,7,7,7,7,7,7,538
63,8,8,8,8,8,8,538
64,8,8,8,8,8,8,538
65,8,8,8,8,8,8,538
66,8,8,8,8,8,8,538
67,8,8,8,8,8,8,538
68,8,8,8,8,8,8,538
69,8,8,8,8,8,8,538
70,8,8,8,8,8,8,538
71,9,9,9,9,9,9,538
72,9,9,9,9,9,9,538
73,9,9,9,9,9,9,538
74,9,9,9,9,9,9,538
75,9,9,9,9,9,9,538
76,9,9,9,9,9,9,538
77,9,9,9,9,9,9,538
78,9,9,9,9,9,9,538
79,9,9,9,9,9,9,538
80,10,10,10,10,10,10,538
81,10,10,10,10,10,10,538
82,10,10,10,10,10,10,538
83,10,10,10,10,10,10,538
84,10,10,10,10,10,10,538
85,10,10,10,10,10,10,538
86,10,10,10,10,10,10,538
87,10,10,10,10,10,10,538
88,11,11,11,11,11,11,538
89,11,11,11,11,11,11,538
90,11,11,11,11,11,11,538
91,11,11,11,11,11,11,538
92,11,11,11,11,11,11,538
93,11,11,11,11,11,11,538
94,11,11,11,11,11,11,538
95,11,11,11,11,11,11,538
96,12,12,12,12,12,12,538
97,12,12,12,12,12,12,538
98,12,12,12,12,12,12,538
99,12,12,12,12,12,12,538
100,12,12,12,12,12,12,538
101,12,12,12,12,12,12,538
102,12,12,12,12,12,12,538
103,12,12,12,12,12,12,538
104,13,13,13,13,13,13,538
105,13,13,13,13,13,13,538
106,13,13,13,13,13,13,538
107,13,13,13,13,13,13,538
108,13,13,13,13,13,13,538
109,13,13,13,13,13,13,538
110,13,13,13,13,13,13,538
111,13,13,13,13,13,13,538
112,13,13,13,13,13,13,538
113,14,14,14,14,14,14,538
114,14,14,14,14,14,14,538
115,14,14,14,14,14,14,538
116,14,14,14,14,14,14,538
117,14,14,14,14,14,14,538
118,14,14,14,14,14,14,538
119,14,14,14,14,14,14,538
120,14,14,14,14,14,14,538
121,15,15,15,15,15,15,538
122,15,15,15,15,15,15,538
123,15,15,15,15,15,15,538
124,15,15,15,15,15,15,538
125,15,15,15,15,15,15,538
126,15,15,15,15,15,15,538
127,15,15,15,15,15,15,538
128,15,15,15,15,15,15,538
129,16,16,16,16,16,16,538
130,16,16,16,16,16,16,538
131,16,16,16,16,16,16,538
132,16,16,16,16,16,16,538
133,16,16,16,16,16,16,538
134,16,16,16,16,16,16,538
135,16,16,16,16,16,16,538
136,16,16,16,16,16,16,538
137,17,17,17,17,17,17,538
138,17,17,17,17,17,17,538
139,17,17,17,17,17,17,538
140,17,17,17,17,17,17,538
141,17,17,17,17,17,17,538
142,17,17,17,17,17,17,538
143,17,17,17,17,17,17,538
144,17,17,17,17,17,17,538
145,18,18,18,18,18,18,538
146,18,18,18,18,18,18,538
147,18,18,18,18,18,18,538
148,18,18,18,18,18,18,538
149,18,18,18,18,18,18,538
150,18,18,18,18,18,18,538
151,18,18,18,18,18,18,538
152,18,18,18,18,18,18,538
153,18,18,18,18,18,18,538
154,19,19,19,19,19,19,538
155,19,19,19,19,19,19,538
156,19,19,19,19,19,19,538
157,19,19,19,19,19,19,538
158,19,19,19,19,19,19,538
159,19,19,19,19,19,19,538
160,19,19,19,19,19,19,538
161,19,19,19,19,19,19,538
162,20,20,20,20,20,20,538
163,20,20,20,20,20,20,538
164,20,20,20,20,20,20,538
165,20,20,20,20,20,20,538
166,20,20,20,20,20,20,538
167,20,20,20,20,20,20,538
168,20,20,20,20,20,20,538
169,20,20,20,20,20,20,538
170,21,21,21,21,21,21,538
171,21,21,21,21,21,21,538
172,21,21,21,21,21,21,538
173,21,21,21,21,21,21,538
174,21,21,21,21,21,21,538
175,21,21,21,21,21,21,538
176,21,21,21,21,21,21,538
177,21,21,21,21,21,21,538
178,22,22,22,22,22,22,538
179,22,22,22,22,22,22,538
180,22,22,22,22,22,22,538
181,22,22,22,22,22,22,538
182,22,22,22,22,22,22,538
183,22,22,22,22,22,22,538
184,22,22,22,22,22,22,538
185,22,22,22,22,22,22,538
186,22,22,22,22,22,22,538
187,23,23,23,23,23,23,538
188,23,23,23,23,23,23,538
189,23,23,23,23,23,23,538
190,23,23,23,23,23,23,538
191,23,23,23,23,23,23,538
192,23,23,23,23,23,23,538
193,23,23,23,23,23,23,538
194,23,23,23,23,23,23,538
195,24,24,24,24,24,24,538
196,24,24,24,24,24,24,538
197,24,24,24,24,24,24,538
198,24,24,24,24,24,24,538
199,24,24,24,24,24,24,538
200,24,24,24,24,24,24,538
201,24,24,24,24,24,24,538
202,24,24,24,24,24,24,538
203,25,25,25,25,25,25,538
204,25,25,25,25,25,25,538
205,25,25,25,25,25,25,538
206,25,25,25,25,25,25,538
207,25,25,25,25,25,25,538
208,25,25,25,25,25,25,538
209,25,25,25,25,25,25,538
210,25,25,25,25,25,25,538
211,26,26,26,25,26,26,538
212,26,26,26,26,26,26,538
213,26,26,26,26,26,26,538
214,26,26,26,26,26,26,538
215,26,26,26,26,26,26,538
216,26,26,26,26,26,26,538
217,26,26,26,26,26,26,538
218,26,26,26,26,26,26,538
219,26,26,26,26,26,26,538
220,27,27,27,26,27,27,538
221,27,27,27,27,27,27,538
222,27,27,27,27,27,27,538
223,27,27,27,27,27,27,538
224,27,27,27,27,27,27,538
225,27,27,27,27,27,27,538
226,27,27,27,27,27,27,538
227,27,27,27,27,27,27,538
228,28,28,28,27,28,28,538
229,28,28,28,28,28,28,538
230,28,28,28,28,28,28,538
231,28,28,28,28,28,28,538
232,28,28,28,28,28,28,538
233,28,28,28,28,28,28,538
234,28,28,28,28,28,28,538
